year_film,year_ceremony,ceremony,category,name,film,win,cat__c
1955,1956,28,DIRECTING,John Sturges,Bad Day at Black Rock,False,DIRECTING
1955,1956,28,DIRECTING,Elia Kazan,East of Eden,False,DIRECTING
1955,1956,28,DIRECTING,Delbert Mann,Marty,True,DIRECTING
1955,1956,28,DIRECTING,Joshua Logan,Picnic,False,DIRECTING
1955,1956,28,DIRECTING,David Lean,Summertime,False,DIRECTING
1955,1956,28,DOCUMENTARY (Feature),"Rene Risacher, Producer",Heartbreak Ridge,False,DOCUMENTARY
1955,1956,28,DOCUMENTARY (Feature),"Nancy Hamilton, Producer",Helen Keller in Her Story,True,DOCUMENTARY
1955,1956,28,DOCUMENTARY (Short Subject),"Dore Schary, Producer",The Battle of Gettysburg,False,SHORT SUBJECT
1955,1956,28,DOCUMENTARY (Short Subject),"Wilbur T. Blume, Producer",The Face of Lincoln,False,SHORT SUBJECT
1955,1956,28,DOCUMENTARY (Short Subject),"Walt Disney, Producer",Men against the Arctic,True,SHORT SUBJECT
1955,1956,28,FILM EDITING,Ferris Webster,Blackboard Jungle,False,FILM EDITING
1955,1956,28,FILM EDITING,Alma Macrorie,The Bridges at Toko-Ri,False,FILM EDITING
1955,1956,28,FILM EDITING,"Gene Ruggiero, George Boemler",Oklahoma!,False,FILM EDITING
1955,1956,28,FILM EDITING,"Charles Nelson, William A. Lyon",Picnic,True,FILM EDITING
1955,1956,28,FILM EDITING,Warren Low,The Rose Tattoo,False,FILM EDITING
1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,Battle Cry,False,MUSIC
1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),Alfred Newman,Love Is a Many-Splendored Thing,True,MUSIC
1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),Elmer Bernstein,The Man with the Golden Arm,False,MUSIC
1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),George Duning,Picnic,False,MUSIC
1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),Alex North,The Rose Tattoo,False,MUSIC
1955,1956,28,MUSIC (Scoring of a Musical Picture),Alfred Newman,Daddy Long Legs,False,MUSIC
1955,1956,28,MUSIC (Scoring of a Musical Picture),"Jay Blackton, Cyril J. Mockridge",Guys and Dolls,False,MUSIC
1955,1956,28,MUSIC (Scoring of a Musical Picture),Andre Previn,It's Always Fair Weather,False,MUSIC
1955,1956,28,MUSIC (Scoring of a Musical Picture),"Percy Faith, George Stoll",Love Me or Leave Me,False,MUSIC
1955,1956,28,MUSIC (Scoring of a Musical Picture),"Robert Russell Bennett, Jay Blackton, Adolph Deutsch",Oklahoma!,True,MUSIC
1955,1956,28,MUSIC (Song),Music by Nicholas Brodszky; Lyrics by Sammy Cahn,Love Me or Leave Me,False,MUSIC
1955,1956,28,MUSIC (Song),Music by Sammy Fain; Lyrics by Paul Francis Webster,Love Is a Many-Splendored Thing,True,MUSIC
1955,1956,28,MUSIC (Song),Music and Lyrics by Johnny Mercer,Daddy Long Legs,False,MUSIC
1955,1956,28,MUSIC (Song),Music by James Van Heusen; Lyrics by Sammy Cahn,The Tender Trap,False,MUSIC
1955,1956,28,MUSIC (Song),Music by Alex North; Lyrics by Hy Zaret,Unchained,False,MUSIC
1955,1956,28,BEST MOTION PICTURE,"Buddy Adler, Producer",Love Is a Many-Splendored Thing,False,BEST MOTION PICTURE
1955,1956,28,BEST MOTION PICTURE,"Harold Hecht, Producer",Marty,True,BEST MOTION PICTURE
1955,1956,28,BEST MOTION PICTURE,"Leland Hayward, Producer",Mister Roberts,False,BEST MOTION PICTURE
1955,1956,28,BEST MOTION PICTURE,"Fred Kohlmar, Producer",Picnic,False,BEST MOTION PICTURE
1955,1956,28,BEST MOTION PICTURE,"Hal B. Wallis, Producer",The Rose Tattoo,False,BEST MOTION PICTURE
1955,1956,28,SHORT SUBJECT (Cartoon),"Fred Quimby, William Hanna and Joseph Barbera, Producers",Good Will to Men,False,SHORT SUBJECT
1955,1956,28,SHORT SUBJECT (Cartoon),"Walter Lantz, Producer",The Legend of Rock-a-bye Point,False,SHORT SUBJECT
1955,1956,28,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",No Hunting,False,SHORT SUBJECT
1955,1956,28,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",Speedy Gonzales,True,SHORT SUBJECT
1955,1956,28,SHORT SUBJECT (One-reel),"Robert Youngson, Producer",Gadgets Galore,False,SHORT SUBJECT
1955,1956,28,SHORT SUBJECT (One-reel),"Edmund Reek, Producer",Survival City,True,SHORT SUBJECT
1955,1956,28,SHORT SUBJECT (One-reel),"Carson Davidson, Producer",3rd Ave. El,False,SHORT SUBJECT
1955,1956,28,SHORT SUBJECT (One-reel),"Justin Herman, Producer",Three Kisses,False,SHORT SUBJECT
1955,1956,28,SHORT SUBJECT (Two-reel),"Dore Schary, Producer",The Battle of Gettysburg,False,SHORT SUBJECT
1955,1956,28,SHORT SUBJECT (Two-reel),"Wilbur T. Blume, Producer",The Face of Lincoln,True,SHORT SUBJECT
1955,1956,28,SHORT SUBJECT (Two-reel),"George K. Arthur, Producer",On the Twelfth Day...,False,SHORT SUBJECT
1955,1956,28,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Switzerland,False,SHORT SUBJECT
1955,1956,28,SHORT SUBJECT (Two-reel),"Cedric Francis, Producer",24-Hour Alert,False,SHORT SUBJECT
1955,1956,28,SOUND RECORDING,"20th Century-Fox Studio Sound Department, Carl W. Faulkner, Sound Director",Love Is a Many-Splendored Thing,False,SOUND RECORDING
1955,1956,28,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Wesley C. Miller, Sound Director",Love Me or Leave Me,False,SOUND RECORDING
1955,1956,28,SOUND RECORDING,"Warner Bros. Studio Sound Department, William A. Mueller, Sound Director",Mister Roberts,False,SOUND RECORDING
1955,1956,28,SOUND RECORDING,"Radio Corporation of America Sound Department, Watson Jones, Sound Director",Not as a Stranger,False,SOUND RECORDING
1955,1956,28,SOUND RECORDING,"Todd-AO Sound Department, Fred Hynes, Sound Director",Oklahoma!,True,SOUND RECORDING
1955,1956,28,WRITING (Motion Picture Story),Daniel Fuchs,Love Me or Leave Me,True,WRITING
1955,1956,28,WRITING (Motion Picture Story),"Joe Connelly, Bob Mosher",The Private War of Major Benson,False,WRITING
1955,1956,28,WRITING (Motion Picture Story),Nicholas Ray,Rebel without a Cause,False,WRITING
1955,1956,28,WRITING (Motion Picture Story),"Jean Marsan, Henry Troyat, Jacques Perret, Henri Verneuil, Raoul Ploquin",The Sheep Has Five Legs,False,WRITING
1955,1956,28,WRITING (Motion Picture Story),"Beirne Lay, Jr.",Strategic Air Command,False,WRITING
1955,1956,28,WRITING (Screenplay),Millard Kaufman,Bad Day at Black Rock,False,WRITING
1955,1956,28,WRITING (Screenplay),Richard Brooks,Blackboard Jungle,False,WRITING
1955,1956,28,WRITING (Screenplay),Paul Osborn,East of Eden,False,WRITING
1955,1956,28,WRITING (Screenplay),"Daniel Fuchs, Isobel Lennart",Love Me or Leave Me,False,WRITING
1955,1956,28,WRITING (Screenplay),Paddy Chayefsky,Marty,True,WRITING
1955,1956,28,WRITING (Story and Screenplay),"Milton Sperling, Emmet Lavery",The Court-Martial of Billy Mitchell,False,WRITING
1955,1956,28,WRITING (Story and Screenplay),"William Ludwig, Sonya Levien",Interrupted Melody,True,WRITING
1955,1956,28,WRITING (Story and Screenplay),"Betty Comden, Adolph Green",It's Always Fair Weather,False,WRITING
1955,1956,28,WRITING (Story and Screenplay),"Jacques Tati, Henri Marquet",Mr. Hulot's Holiday,False,WRITING
1955,1956,28,WRITING (Story and Screenplay),"Melville Shavelson, Jack Rose",The Seven Little Foys,False,WRITING
1956,1957,29,ACTOR,Yul Brynner,The King and I,True,ACTOR
1956,1957,29,ACTOR,James Dean,Giant,False,ACTOR
1956,1957,29,ACTOR,Kirk Douglas,Lust for Life,False,ACTOR
1956,1957,29,ACTOR,Rock Hudson,Giant,False,ACTOR
1956,1957,29,ACTOR,Sir Laurence Olivier,Richard III,False,ACTOR
1956,1957,29,ACTOR IN A SUPPORTING ROLE,Don Murray,Bus Stop,False,ACTOR
1956,1957,29,ACTOR IN A SUPPORTING ROLE,Anthony Perkins,Friendly Persuasion,False,ACTOR
1956,1957,29,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Lust for Life,True,ACTOR
1956,1957,29,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Bold and the Brave,False,ACTOR
1956,1957,29,ACTOR IN A SUPPORTING ROLE,Robert Stack,Written on the Wind,False,ACTOR
1956,1957,29,ACTRESS,Carroll Baker,Baby Doll,False,ACTRESS
1956,1957,29,ACTRESS,Ingrid Bergman,Anastasia,True,ACTRESS
1956,1957,29,ACTRESS,Katharine Hepburn,The Rainmaker,False,ACTRESS
1956,1957,29,ACTRESS,Nancy Kelly,The Bad Seed,False,ACTRESS
1956,1957,29,ACTRESS,Deborah Kerr,The King and I,False,ACTRESS
1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Mildred Dunnock,Baby Doll,False,ACTRESS
1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Eileen Heckart,The Bad Seed,False,ACTRESS
1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,Giant,False,ACTRESS
1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Patty McCormack,The Bad Seed,False,ACTRESS
1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Dorothy Malone,Written on the Wind,True,ACTRESS
1956,1957,29,ART DIRECTION (Black-and-White),Takashi Matsuyama,The Magnificent Seven,False,ART DIRECTION
1956,1957,29,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, A. Earl Hedrick;  Set Decoration:  Samuel M. Comer, Frank R. McKelvy",The Proud and Profane,False,ART DIRECTION
1956,1957,29,ART DIRECTION (Black-and-White),"Art Direction:  Ross Bellah;  Set Decoration:  William R. Kiernan, Louis Diage",The Solid Gold Cadillac,False,ART DIRECTION
1956,1957,29,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Malcolm F. Brown;  Set Decoration:  Edwin B. Willis, F. Keogh Gleason",Somebody Up There Likes Me,True,ART DIRECTION
1956,1957,29,ART DIRECTION (Black-and-White),"Art Direction:  Lyle R. Wheeler, Jack Martin Smith;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",Teenage Rebel,False,ART DIRECTION
1956,1957,29,ART DIRECTION (Color),"Art Direction:  James W. Sullivan, Ken Adam;  Set Decoration:  Ross J. Dowd",Around the World in 80 Days,False,ART DIRECTION
1956,1957,29,ART DIRECTION (Color),Art Direction:  Boris Leven;  Set Decoration:  Ralph S. Hurst,Giant,False,ART DIRECTION
1956,1957,29,ART DIRECTION (Color),"Art Direction:  Lyle R. Wheeler, John DeCuir;  Set Decoration:  Walter M. Scott, Paul S. Fox",The King and I,True,ART DIRECTION
1956,1957,29,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Hans Peters, Preston Ames;  Set Decoration:  Edwin B. Willis, F. Keogh Gleason",Lust for Life,False,ART DIRECTION
1956,1957,29,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Walter H. Tyler, Albert Nozaki;  Set Decoration:  Samuel M. Comer, Ray Moyer",The Ten Commandments,False,ART DIRECTION
1956,1957,29,CINEMATOGRAPHY (Black-and-White),Boris Kaufman,Baby Doll,False,CINEMATOGRAPHY
1956,1957,29,CINEMATOGRAPHY (Black-and-White),Hal Rosson,The Bad Seed,False,CINEMATOGRAPHY
1956,1957,29,CINEMATOGRAPHY (Black-and-White),Burnett Guffey,The Harder They Fall,False,CINEMATOGRAPHY
1956,1957,29,CINEMATOGRAPHY (Black-and-White),Joseph Ruttenberg,Somebody Up There Likes Me,True,CINEMATOGRAPHY
1956,1957,29,CINEMATOGRAPHY (Black-and-White),Walter Strenge,Stagecoach to Fury,False,CINEMATOGRAPHY
1956,1957,29,CINEMATOGRAPHY (Color),Lionel Lindon,Around the World in 80 Days,True,CINEMATOGRAPHY
1956,1957,29,CINEMATOGRAPHY (Color),Harry Stradling,The Eddy Duchin Story,False,CINEMATOGRAPHY
1956,1957,29,CINEMATOGRAPHY (Color),Leon Shamroy,The King and I,False,CINEMATOGRAPHY
1956,1957,29,CINEMATOGRAPHY (Color),Loyal Griggs,The Ten Commandments,False,CINEMATOGRAPHY
1956,1957,29,CINEMATOGRAPHY (Color),Jack Cardiff,War and Peace,False,CINEMATOGRAPHY
1956,1957,29,COSTUME DESIGN (Black-and-White),Kohei Ezaki,The Magnificent Seven,False,COSTUME DESIGN
1956,1957,29,COSTUME DESIGN (Black-and-White),Helen Rose,The Power and the Prize,False,COSTUME DESIGN
1956,1957,29,COSTUME DESIGN (Black-and-White),Edith Head,The Proud and Profane,False,COSTUME DESIGN
1956,1957,29,COSTUME DESIGN (Black-and-White),Jean Louis,The Solid Gold Cadillac,True,COSTUME DESIGN
1956,1957,29,COSTUME DESIGN (Black-and-White),"Charles LeMaire, Mary Wills",Teenage Rebel,False,COSTUME DESIGN
1956,1957,29,COSTUME DESIGN (Color),Miles White,Around the World in 80 Days,False,COSTUME DESIGN
1956,1957,29,COSTUME DESIGN (Color),"Moss Mabry, Marjorie Best",Giant,False,COSTUME DESIGN
1956,1957,29,COSTUME DESIGN (Color),Irene Sharaff,The King and I,True,COSTUME DESIGN
1956,1957,29,COSTUME DESIGN (Color),"Edith Head, Ralph Jester, John Jensen, Dorothy Jeakins, Arnold Friberg",The Ten Commandments,False,COSTUME DESIGN
1956,1957,29,COSTUME DESIGN (Color),Marie De Matteis,War and Peace,False,COSTUME DESIGN
1956,1957,29,DIRECTING,Michael Anderson,Around the World in 80 Days,False,DIRECTING
1956,1957,29,DIRECTING,William Wyler,Friendly Persuasion,False,DIRECTING
1956,1957,29,DIRECTING,George Stevens,Giant,True,DIRECTING
1956,1957,29,DIRECTING,Walter Lang,The King and I,False,DIRECTING
1956,1957,29,DIRECTING,King Vidor,War and Peace,False,DIRECTING
1956,1957,29,DOCUMENTARY (Feature),"Louis Clyde Stoumen, Producer",The Naked Eye,False,DOCUMENTARY
1956,1957,29,DOCUMENTARY (Feature),"Jacques-Yves Cousteau, Producer",The Silent World,True,DOCUMENTARY
1956,1957,29,DOCUMENTARY (Feature),The Government Film Committee of Denmark,Where Mountains Float,False,DOCUMENTARY
1956,1957,29,DOCUMENTARY (Short Subject),"Charles Guggenheim & Associates, Inc.",A City Decides,False,SHORT SUBJECT
1956,1957,29,DOCUMENTARY (Short Subject),"John Healy, Producer",The Dark Wave,False,SHORT SUBJECT
1956,1957,29,DOCUMENTARY (Short Subject),"Valentine Davies, Producer",The House without a Name,False,SHORT SUBJECT
1956,1957,29,DOCUMENTARY (Short Subject),"Ward Kimball, Producer",Man in Space,False,SHORT SUBJECT
1956,1957,29,DOCUMENTARY (Short Subject),"Louis Clyde Stoumen, Producer",The True Story of the Civil War,True,SHORT SUBJECT
1956,1957,29,FILM EDITING,"Gene Ruggiero, Paul Weatherwax",Around the World in 80 Days,True,FILM EDITING
1956,1957,29,FILM EDITING,Merrill G. White,The Brave One,False,FILM EDITING
1956,1957,29,FILM EDITING,"William Hornbeck, Philip W. Anderson, Fred Bohanan",Giant,False,FILM EDITING
1956,1957,29,FILM EDITING,Albert Akst,Somebody Up There Likes Me,False,FILM EDITING
1956,1957,29,FILM EDITING,Anne Bauchens,The Ten Commandments,False,FILM EDITING
1956,1957,29,FOREIGN LANGUAGE FILM,"Federal Republic of Germany - West; Gyula Trebitsch and Walter Koppel, Producers",The Captain of Kopenick,False,FOREIGN LANGUAGE FILM
1956,1957,29,FOREIGN LANGUAGE FILM,"France; Annie Dorfmann, Producer",Gervaise,False,FOREIGN LANGUAGE FILM
1956,1957,29,FOREIGN LANGUAGE FILM,"Japan; Masayuki Takagi, Producer",Harp of Burma,False,FOREIGN LANGUAGE FILM
1956,1957,29,FOREIGN LANGUAGE FILM,"Italy; Dino De Laurentiis and Carlo Ponti, Producers",La Strada,True,FOREIGN LANGUAGE FILM
1956,1957,29,FOREIGN LANGUAGE FILM,"Denmark; O. Dalsgaard-Olsen, Producer",Qivitoq,False,FOREIGN LANGUAGE FILM
1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Alfred Newman,Anastasia,False,MUSIC
1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Victor Young,Around the World in 80 Days,True,MUSIC
1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Hugo Friedhofer,Between Heaven and Hell,False,MUSIC
1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,Giant,False,MUSIC
1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Alex North,The Rainmaker,False,MUSIC
1956,1957,29,MUSIC (Scoring of a Musical Picture),Lionel Newman,The Best Things in Life Are Free,False,MUSIC
1956,1957,29,MUSIC (Scoring of a Musical Picture),"Morris Stoloff, George Duning",The Eddy Duchin Story,False,MUSIC
1956,1957,29,MUSIC (Scoring of a Musical Picture),"Johnny Green, Saul Chaplin",High Society,False,MUSIC
1956,1957,29,MUSIC (Scoring of a Musical Picture),"Alfred Newman, Ken Darby",The King and I,True,MUSIC
1956,1957,29,MUSIC (Scoring of a Musical Picture),"George Stoll, Johnny Green",Meet Me in Las Vegas,False,MUSIC
1956,1957,29,MUSIC (Song),Music by Dimitri Tiomkin; Lyrics by Paul Francis Webster,Friendly Persuasion,False,MUSIC
1956,1957,29,MUSIC (Song),Music by Leith Stevens; Lyrics by Tom Adair,Julie,False,MUSIC
1956,1957,29,MUSIC (Song),Music and Lyrics by Cole Porter,High Society,False,MUSIC
1956,1957,29,MUSIC (Song),Music and Lyrics by Jay Livingston and Ray Evans,The Man Who Knew Too Much,True,MUSIC
1956,1957,29,MUSIC (Song),Music by Victor Young; Lyrics by Sammy Cahn,Written on the Wind,False,MUSIC
1956,1957,29,BEST MOTION PICTURE,"Michael Todd, Producer",Around the World in 80 Days,True,BEST MOTION PICTURE
1956,1957,29,BEST MOTION PICTURE,"William Wyler, Producer",Friendly Persuasion,False,BEST MOTION PICTURE
1956,1957,29,BEST MOTION PICTURE,"George Stevens and Henry Ginsberg, Producers",Giant,False,BEST MOTION PICTURE
1956,1957,29,BEST MOTION PICTURE,"Charles Brackett, Producer",The King and I,False,BEST MOTION PICTURE
1956,1957,29,BEST MOTION PICTURE,"Cecil B. DeMille, Producer",The Ten Commandments,False,BEST MOTION PICTURE
1956,1957,29,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",Gerald McBoing-Boing on Planet Moo,False,SHORT SUBJECT
1956,1957,29,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",The Jaywalker,False,SHORT SUBJECT
1956,1957,29,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",Mister Magoo's Puddle Jumper,True,SHORT SUBJECT
1956,1957,29,SHORT SUBJECT (One-reel),"Konstantin Kalser, Producer",Crashing the Water Barrier,True,SHORT SUBJECT
1956,1957,29,SHORT SUBJECT (One-reel),"Robert Youngson, Producer",I Never Forget a Face,False,SHORT SUBJECT
1956,1957,29,SHORT SUBJECT (One-reel),"Cedric Francis, Producer",Time Stood Still,False,SHORT SUBJECT
1956,1957,29,SHORT SUBJECT (Two-reel),Romulus Films,The Bespoke Overcoat,True,SHORT SUBJECT
1956,1957,29,SHORT SUBJECT (Two-reel),"Larry Lansburgh, Producer",Cow Dog,False,SHORT SUBJECT
1956,1957,29,SHORT SUBJECT (Two-reel),"John Healy, Producer",The Dark Wave,False,SHORT SUBJECT
1956,1957,29,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Samoa,False,SHORT SUBJECT
1956,1957,29,SOUND RECORDING,"King Bros. Productions, Inc., Sound Department, John Myers, Sound Director",The Brave One,False,SOUND RECORDING
1956,1957,29,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",The Eddy Duchin Story,False,SOUND RECORDING
1956,1957,29,SOUND RECORDING,"Westrex Sound Services, Inc., Gordon R. Glennan, Sound Director; and Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",Friendly Persuasion,False,SOUND RECORDING
1956,1957,29,SOUND RECORDING,"20th Century-Fox Studio Sound Department, Carl Faulkner, Sound Director",The King and I,True,SOUND RECORDING
1956,1957,29,SOUND RECORDING,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",The Ten Commandments,False,SOUND RECORDING
1956,1957,29,WRITING (Motion Picture Story),Dalton Trumbo,The Brave One,True,WRITING
1956,1957,29,WRITING (Motion Picture Story),Leo Katcher,The Eddy Duchin Story,False,WRITING
1956,1957,29,WRITING (Motion Picture Story),"Edward Bernds, Elwood Ullman",High Society,False,WRITING
1956,1957,29,WRITING (Motion Picture Story),Jean Paul Sartre,The Proud and the Beautiful,False,WRITING
1956,1957,29,WRITING (Motion Picture Story),Cesare Zavattini,Umberto D.,False,WRITING
1956,1957,29,WRITING (Screenplay--Adapted),"James Poe, John Farrow, S.J. Perelman",Around the World in 80 Days,True,WRITING
1956,1957,29,WRITING (Screenplay--Adapted),Tennessee Williams,Baby Doll,False,WRITING
1956,1957,29,WRITING (Screenplay--Adapted),Michael Wilson,Friendly Persuasion,False,WRITING
1956,1957,29,WRITING (Screenplay--Adapted),"Fred Guiol, Ivan Moffat",Giant,False,WRITING
1956,1957,29,WRITING (Screenplay--Adapted),Norman Corwin,Lust for Life,False,WRITING
1956,1957,29,WRITING (Screenplay--Original),Robert Lewin,The Bold and the Brave,False,WRITING
1956,1957,29,WRITING (Screenplay--Original),Andrew L. Stone,Julie,False,WRITING
1956,1957,29,WRITING (Screenplay--Original),"Federico Fellini, Tullio Pinelli",La Strada,False,WRITING
1956,1957,29,WRITING (Screenplay--Original),William Rose,The Ladykillers,False,WRITING
1956,1957,29,WRITING (Screenplay--Original),Albert Lamorisse,The Red Balloon,True,WRITING
1957,1958,30,ACTOR,Marlon Brando,Sayonara,False,ACTOR
1957,1958,30,ACTOR,Anthony Franciosa,A Hatful of Rain,False,ACTOR
1957,1958,30,ACTOR,Alec Guinness,The Bridge on the River Kwai,True,ACTOR
1957,1958,30,ACTOR,Charles Laughton,Witness for the Prosecution,False,ACTOR
1957,1958,30,ACTOR,Anthony Quinn,Wild Is the Wind,False,ACTOR
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Red Buttons,Sayonara,True,ACTOR
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Vittorio De Sica,A Farewell to Arms,False,ACTOR
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Sessue Hayakawa,The Bridge on the River Kwai,False,ACTOR
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Peyton Place,False,ACTOR
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Russ Tamblyn,Peyton Place,False,ACTOR
1957,1958,30,ACTRESS,Deborah Kerr,"Heaven Knows, Mr. Allison",False,ACTRESS
1957,1958,30,ACTRESS,Anna Magnani,Wild Is the Wind,False,ACTRESS
1957,1958,30,ACTRESS,Elizabeth Taylor,Raintree County,False,ACTRESS
